Time,Pair,Side,Price,Executed,Amount,Fee
2026-07-10 15:49:32,ETHEUR,SELL,1580,1ETH,1580EUR,1.58EUR
2026-07-04 19:51:02,ETHEUR,SELL,1578,0.6661ETH,1051.1058EUR,1.0511058EUR
2026-07-04 19:51:02,ETHEUR,SELL,1578,0.3339ETH,526.8942EUR,0.5268942EUR
2026-07-03 15:41:28,ETHEUR,SELL,1527,0.2ETH,305.4EUR,0.3054EUR
2026-06-30 01:24:57,ETHEUR,SELL,1406.5,0.0184ETH,25.8796EUR,0.0258796EUR
2026-06-30 01:24:57,ETHEUR,SELL,1406.5,0.038ETH,53.447EUR,0.053447EUR
2026-06-30 01:24:57,ETHEUR,SELL,1406.5,0.0095ETH,13.36175EUR,0.01336175EUR
2026-06-30 01:24:54,ETHEUR,SELL,1406.5,0.0051ETH,7.17315EUR,0.00717315EUR
2026-06-30 01:20:42,ETHEUR,SELL,1407.97,0.0095ETH,13.375715EUR,0.01337572EUR
2026-06-30 01:20:42,ETHEUR,SELL,1407.97,0.0381ETH,53.643657EUR,0.05364366EUR
2026-06-29 19:12:12,ETHEUR,SELL,1397,0.0073ETH,10.1981EUR,0.0101981EUR
2026-06-29 19:12:12,ETHEUR,SELL,1397,0.0073ETH,10.1981EUR,0.0101981EUR
2026-06-29 19:12:12,ETHEUR,SELL,1397,0.0031ETH,4.3307EUR,0.0043307EUR
2026-06-29 19:12:12,ETHEUR,SELL,1397,0.0073ETH,10.1981EUR,0.0101981EUR
2026-06-29 14:18:07,XRPEUR,SELL,0.9313,10.7XRP,9.96491EUR,0.00996491EUR
2026-06-27 14:52:25,XRPEUR,SELL,0.93,10.7XRP,9.951EUR,0.009951EUR
2026-06-26 19:10:33,ETHEUR,SELL,1390,0.0069ETH,9.591EUR,0.009591EUR
2026-06-26 19:10:33,ETHEUR,SELL,1390,0.0096ETH,13.344EUR,0.013344EUR
2026-06-25 12:33:17,ETHEUR,SELL,1445.23,0.0691ETH,99.865393EUR,0.09986539EUR
2026-06-25 11:59:13,ETHEUR,SELL,1449,0.0294ETH,42.6006EUR,0.0426006EUR
2026-06-25 11:59:11,ETHEUR,SELL,1449,0.012ETH,17.388EUR,0.017388EUR
2026-06-22 13:57:18,EURUSDC,BUY,1.1452,83.7EUR,95.85324USDC,0.079515EUR
2026-06-22 13:05:50,ETHEUR,SELL,1527,0.0654ETH,99.8658EUR,0.0998658EUR
2026-06-22 12:17:05,XRPEUR,SELL,0.992,15.1XRP,14.9792EUR,0.0149792EUR
2026-06-22 12:16:02,ETHUSDC,SELL,1748.2,0.0549ETH,95.97618USDC,0.09597618USDC
2026-06-15 15:22:16,ETHEUR,BUY,1558,1.661ETH,2587.838EUR,0.001661ETH
2026-06-15 15:22:16,ETHEUR,BUY,1558,0.9063ETH,1412.0154EUR,0.0009063ETH
2026-06-15 00:00:42,XRPEUR,BUY,1.005,199XRP,199.995EUR,0.199XRP
2026-06-13 23:42:19,ETHEUR,SELL,1465,2.7406ETH,4014.979EUR,4.014979EUR
2026-06-12 06:33:22,XRPEUR,SELL,0.993,10.5XRP,10.4265EUR,0.0104265EUR
2026-06-12 06:33:22,XRPEUR,SELL,0.993,90.2XRP,89.5686EUR,0.0895686EUR
2026-06-11 20:16:02,XRPEUR,SELL,0.99,43.3XRP,42.867EUR,0.042867EUR
2026-06-11 20:16:02,XRPEUR,SELL,0.99,57.7XRP,57.123EUR,0.057123EUR
2026-06-09 02:23:23,ETHEUR,BUY,1458,2.7434ETH,3999.8772EUR,0.0027434ETH
2026-06-08 00:14:19,ETHEUR,SELL,1450,0.3775ETH,547.375EUR,0.547375EUR
2026-06-08 00:14:19,ETHEUR,SELL,1450,0.1308ETH,189.66EUR,0.18966EUR
2026-06-08 00:14:19,ETHEUR,SELL,1450,0.2131ETH,308.995EUR,0.308995EUR
2026-06-08 00:14:19,ETHEUR,SELL,1450,0.2449ETH,355.105EUR,0.355105EUR
2026-06-08 00:14:19,ETHEUR,SELL,1450,1.1976ETH,1736.52EUR,1.73652EUR
2026-06-08 00:14:19,ETHEUR,SELL,1450,0.6368ETH,923.36EUR,0.92336EUR
2026-06-07 11:24:18,ETHEUR,BUY,1426,2.6232ETH,3740.6832EUR,0.0026232ETH
2026-06-07 11:24:17,ETHEUR,BUY,1426,0.0879ETH,125.3454EUR,0.0000879ETH
2026-06-07 11:24:17,ETHEUR,BUY,1426,0.0925ETH,131.905EUR,0.0000925ETH
2026-05-26 17:02:16,ETHUSDC,BUY,2105,1.7616ETH,3708.168USDC,0.0017616ETH
2026-05-26 17:02:16,ETHUSDC,BUY,2105,0.2409ETH,507.0945USDC,0.0002409ETH
2026-05-26 17:02:16,ETHUSDC,BUY,2105,0.573ETH,1206.165USDC,0.000573ETH
2026-05-23 22:53:49,ETHUSDC,SELL,2133.99,2.5428ETH,5426.309772USDC,5.42630977USDC
2026-05-21 00:02:03,ETHUSDC,BUY,2125,2.5453ETH,5408.7625USDC,0.0025453ETH
2026-05-20 17:15:36,ETHUSDC,SELL,2137,2.5336ETH,5414.3032USDC,5.4143032USDC
2026-05-17 12:05:05,ETHUSDC,BUY,2193,2.5359ETH,5561.2287USDC,0.0025359ETH
2026-05-14 19:48:13,XRPEUR,SELL,1.283,80.2XRP,102.8966EUR,0.1028966EUR
2026-05-14 10:11:35,ETHUSDC,SELL,2269,1.8841ETH,4275.0229USDC,4.2750229USDC
2026-05-14 10:11:35,ETHUSDC,SELL,2269,0.4097ETH,929.6093USDC,0.9296093USDC
2026-05-14 10:11:35,ETHUSDC,SELL,2269,0.1596ETH,362.1324USDC,0.3621324USDC
2026-05-14 05:08:05,ETHUSDC,BUY,2245,2.4559ETH,5513.4955USDC,0.0024559ETH
2026-05-11 19:44:20,ETHUSDC,SELL,2339,0.0085ETH,19.8815USDC,0.0198815USDC
2026-05-11 19:44:20,ETHUSDC,SELL,2339,0.4223ETH,987.7597USDC,0.9877597USDC
2026-05-11 19:44:20,ETHUSDC,SELL,2339,1.9287ETH,4511.2293USDC,4.5112293USDC
2026-05-09 19:51:50,ETHUSDC,BUY,2328,2.1584ETH,5024.7552USDC,0.0021584ETH
2026-05-09 19:51:47,ETHUSDC,BUY,2328,0.0479ETH,111.5112USDC,0.0000479ETH
2026-05-09 19:51:47,ETHUSDC,BUY,2328,0.0481ETH,111.9768USDC,0.0000481ETH
2026-05-09 19:51:47,ETHUSDC,BUY,2328,0.0479ETH,111.5112USDC,0.0000479ETH
2026-05-09 19:51:46,ETHUSDC,BUY,2328,0.0594ETH,138.2832USDC,0.0000594ETH
2026-04-21 12:50:02,ETHUSDC,SELL,2337,2.3543ETH,5501.9991USDC,5.5019991USDC
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.1621ETH,376.3962USDC,0.0001621ETH
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.031ETH,71.982USDC,0.000031ETH
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.9624ETH,2234.6928USDC,0.0009624ETH
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.2389ETH,554.7258USDC,0.0002389ETH
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.2745ETH,637.389USDC,0.0002745ETH
2026-04-20 09:25:48,ETHUSDC,BUY,2322,0.6878ETH,1597.0716USDC,0.0006878ETH
2026-04-20 01:33:27,ETHUSDC,SELL,2266,2.4174ETH,5477.8284USDC,5.4778284USDC
2026-04-17 17:43:01,ETHUSDC,BUY,2439,0.8744ETH,2132.6616USDC,0.0008744ETH
2026-04-17 17:43:01,ETHUSDC,BUY,2439,1.5451ETH,3768.4989USDC,0.0015451ETH
2026-04-16 19:40:18,XRPEUR,SELL,1.21,30.5XRP,36.905EUR,0.00005203BNB
2026-03-31 18:41:30,ETHUSDC,SELL,2100,0.048ETH,100.8USDC,0.1008USDC
2026-03-31 15:37:49,ETHUSDC,SELL,2065,0.0944ETH,194.936USDC,0.194936USDC
2026-03-30 11:02:06,XRPEUR,BUY,1.1827,1437.3XRP,1699.89471EUR,1.4373XRP
2026-03-30 00:42:46,ETHUSDC,BUY,1968,3.0029ETH,5909.7072USDC,0.0030029ETH
2026-03-26 00:31:34,ETHUSDC,SELL,2166,0.651ETH,1410.066USDC,0.00163593BNB
2026-03-26 00:31:32,ETHUSDC,SELL,2166,2.0773ETH,4499.4318USDC,0.00522015BNB
2026-03-25 20:55:51,ETHUSDC,BUY,2162.5,2.0091ETH,4344.67875USDC,0.00506155BNB
2026-03-25 20:55:51,ETHUSDC,BUY,2162.5,0.7192ETH,1555.27USDC,0.00181188BNB
2026-03-25 15:33:02,ETHUSDC,SELL,2194,0.2408ETH,528.3152USDC,0.00060884BNB
2026-03-25 15:33:02,ETHUSDC,SELL,2194,0.059ETH,129.446USDC,0.00014917BNB
2026-03-25 15:33:02,ETHUSDC,SELL,2194,0.2408ETH,528.3152USDC,0.00060884BNB
2026-03-25 15:33:02,ETHUSDC,SELL,2194,1.6121ETH,3536.9474USDC,0.00407607BNB
2026-03-25 15:33:02,ETHUSDC,SELL,2194,0.6372ETH,1398.0168USDC,0.00161111BNB
2026-03-25 10:49:44,BNBEUR,BUY,557.11,0.075BNB,41.78325EUR,0.00005343BNB
2026-03-25 10:49:44,BNBEUR,BUY,557.14,0.025BNB,13.9285EUR,0.00001781BNB
2026-03-25 09:47:25,ETHUSDC,BUY,2163,2.7925ETH,6040.1775USDC,0.0027925ETH
2026-03-25 01:30:02,ETHUSDC,SELL,2160,1.5158ETH,3274.128USDC,3.274128USDC
2026-03-25 01:30:02,ETHUSDC,SELL,2160,0.7535ETH,1627.56USDC,1.62756USDC
2026-03-25 01:30:02,ETHUSDC,SELL,2160,0.5298ETH,1144.368USDC,1.144368USDC
2026-03-24 22:47:40,ETHUSDC,BUY,2143,2.802ETH,6004.686USDC,0.002802ETH
2026-03-23 16:46:39,ETHUSDC,SELL,2174,0.0115ETH,25.001USDC,0.025001USDC
2026-03-23 16:46:39,ETHUSDC,SELL,2174,2.7533ETH,5985.6742USDC,5.9856742USDC
2026-03-23 13:19:26,ETHUSDC,BUY,2168,2.2558ETH,4890.5744USDC,0.0022558ETH
2026-03-23 13:19:25,ETHUSDC,BUY,2168,0.5118ETH,1109.5824USDC,0.0005118ETH
2026-03-20 11:26:26,ETHUSDC,SELL,2142.05,2.799ETH,5995.59795USDC,5.99559795USDC
2026-03-20 11:26:26,ETHUSDC,SELL,2142.05,0.0048ETH,10.28184USDC,0.01028184USDC
2026-03-20 00:35:50,ETHUSDC,BUY,2138.1,0.7193ETH,1537.93533USDC,0.0007193ETH
2026-03-20 00:35:50,ETHUSDC,BUY,2138.1,1.407ETH,3008.3067USDC,0.001407ETH
2026-03-20 00:35:50,ETHUSDC,BUY,2138.1,0.6803ETH,1454.54943USDC,0.0006803ETH
2026-03-17 07:49:57,ETHUSDC,SELL,2301,1.27ETH,2922.27USDC,2.92227USDC
2026-03-17 07:49:57,ETHUSDC,SELL,2301,1.3405ETH,3084.4905USDC,3.0844905USDC
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.1741ETH,407.942415USDC,0.0001741ETH
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.0359ETH,84.119085USDC,0.00009277BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.1204ETH,282.11526USDC,0.00031116BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.005ETH,11.71575USDC,0.00001291BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.0136ETH,31.86684USDC,0.00003514BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.6ETH,1405.89USDC,0.00155064BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.2ETH,468.63USDC,0.00051687BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.849ETH,1989.33435USDC,0.000849ETH
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.0509ETH,119.266335USDC,0.00013154BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.0178ETH,41.70807USDC,0.00004599BNB
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.4ETH,937.26USDC,0.0004ETH
2026-03-16 20:35:53,ETHUSDC,BUY,2343.15,0.1453ETH,340.459695USDC,0.00037551BNB
2026-03-16 01:08:59,ETHUSDC,SELL,2200,0.9389ETH,2065.58USDC,2.06558USDC
2026-03-16 01:08:59,ETHUSDC,SELL,2200,1.8458ETH,4060.76USDC,4.06076USDC
2026-03-15 14:52:52,ETHUSDC,BUY,2104,2.7875ETH,5864.9USDC,0.0027875ETH
2026-03-13 19:43:10,ETHUSDC,SELL,2108,2.785ETH,5870.78USDC,5.87078USDC
2026-03-13 16:34:27,ETHUSDC,BUY,2195.5,2.7878ETH,6120.6149USDC,0.0027878ETH
2026-03-13 15:58:29,ETHUSDC,SELL,2192,2.795ETH,6126.64USDC,6.12664USDC
2026-03-13 15:34:44,ETHUSDC,BUY,2182,0.9139ETH,1994.1298USDC,0.0009139ETH
2026-03-13 15:34:44,ETHUSDC,BUY,2182,1.8839ETH,4110.6698USDC,0.0018839ETH
2026-03-12 16:02:35,ETHUSDC,SELL,2078,0.7053ETH,1465.6134USDC,1.4656134USDC
2026-03-12 16:02:34,ETHUSDC,SELL,2078,2.2355ETH,4645.369USDC,4.645369USDC
2026-03-12 04:36:29,ETHUSDC,BUY,2035,2.0533ETH,4178.4655USDC,0.0020533ETH
2026-03-12 04:36:29,ETHUSDC,BUY,2035,0.8904ETH,1811.964USDC,0.0008904ETH
2026-03-11 23:50:00,ETHUSDC,SELL,2071,2.1607ETH,4474.8097USDC,4.4748097USDC
2026-03-11 23:50:00,ETHUSDC,SELL,2071,0.4959ETH,1027.0089USDC,1.0270089USDC
2026-03-11 23:49:50,ETHUSDC,SELL,2071,0.0231ETH,47.8401USDC,0.0478401USDC
2026-03-11 23:49:49,ETHUSDC,SELL,2071,0.1438ETH,297.8098USDC,0.2978098USDC
2026-03-11 23:49:49,ETHUSDC,SELL,2071,0.0719ETH,148.9049USDC,0.1489049USDC
2026-03-11 17:30:23,ETHUSDC,BUY,2044,2.8983ETH,5924.1252USDC,0.0028983ETH
2026-03-11 16:36:13,ETHUSDC,SELL,2066,2.8703ETH,5930.0398USDC,5.9300398USDC
2026-03-11 15:32:20,ETHUSDC,BUY,2054.23,2.8732ETH,5902.213636USDC,0.0028732ETH
2026-03-10 19:48:42,ETHUSDC,SELL,2074,2.9187ETH,6053.3838USDC,6.0533838USDC
2026-03-10 16:40:03,ETHEUR,SELL,1752,0.302ETH,529.104EUR,0.529104EUR
2026-03-10 16:40:03,ETHEUR,SELL,1752,0.6983ETH,1223.4216EUR,1.2234216EUR
2026-03-09 19:39:10,ETHEUR,BUY,1740,0.1405ETH,244.47EUR,0.0001405ETH
2026-03-09 19:39:10,ETHEUR,BUY,1740,0.8657ETH,1506.318EUR,0.0008657ETH
2026-03-09 18:28:22,ETHEUR,SELL,1752,1.0003ETH,1752.5256EUR,1.7525256EUR
2026-03-09 17:33:33,ETHEUR,BUY,1745,0.2143ETH,373.9535EUR,0.0002143ETH
2026-03-09 17:33:33,ETHEUR,BUY,1745,0.1925ETH,335.9125EUR,0.0001925ETH
2026-03-09 17:33:33,ETHEUR,BUY,1745,0.5965ETH,1040.8925EUR,0.0005965ETH
2026-03-09 17:33:31,ETHUSDC,BUY,2022,1.2962ETH,2620.9164USDC,0.0012962ETH
